RepRapFirmware height map file v2 generated at 2021-02-10 22:14, min error -0.020, max error 0.253, mean 0.065, deviation 0.058
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,205.00,15.00,195.00,-1.00,36.00,36.00,6,6
  0.008,  0.005,  0.038,  0.040,  0.038,  0.005
  0.195, -0.020, -0.017, -0.007,  0.028,  0.053
  0.065,  0.058,  0.035,  0.065,  0.065,  0.078
  0.130,  0.060,  0.043,  0.040,  0.040,  0.080
  0.172,  0.098,  0.085,  0.065,  0.048,  0.072
  0.253,  0.158,  0.135,  0.072,  0.060,  0.010
