RepRapFirmware height map file v2 generated at 2021-02-10 22:23, min error -0.012, max error 0.260, mean 0.061, deviation 0.063
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
15.00,205.00,15.00,195.00,-1.00,36.00,36.00,6,6
  0.015,  0.015,  0.018,  0.015,  0.008, -0.012
  0.192, -0.010, -0.012, -0.012, -0.005,  0.045
  0.072,  0.043,  0.028,  0.048,  0.053,  0.070
  0.138,  0.060,  0.045,  0.035,  0.025,  0.088
  0.185,  0.098,  0.095,  0.058,  0.028,  0.062
  0.260,  0.180,  0.133,  0.068,  0.055,  0.020
