RepRapFirmware height map file v2 generated at 2022-07-16 16:39, min error -0.096, max error 0.121, mean 0.013, deviation 0.064
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,15.00,205.00,15.00,195.00,-1.00,36.00,36.00,6,6
  0.043,  0.070,  0.078,  0.061,  0.090,  0.068
  0.043,  0.002,  0.011,  0.060,  0.121,  0.120
  0.119,  0.029, -0.019,  0.012,  0.041,  0.103
  0.043, -0.078, -0.069, -0.026,  0.019,  0.072
 -0.024, -0.096, -0.067, -0.078, -0.026,  0.013
  0.022, -0.074, -0.084, -0.026, -0.054, -0.061
